time,Var0_sys0,Var1_sys0,Var2_sys0,Var3_sys0,Var4_sys0,Var0_sys1,Var1_sys1,Var2_sys1,Var3_sys1,Var4_sys1,Var0_sys2,Var1_sys2,Var2_sys2,Var3_sys2,Var4_sys2,Var0_sys3,Var1_sys3,Var2_sys3,Var3_sys3,Var4_sys3
0.323968,1.14955,1.1237,1.0385,0.981314,1.09569,1.14955,1.1237,1.0385,0.981314,1.09569,1.14955,1.1237,1.0385,0.981314,1.09569,1.14955,1.1237,1.0385,0.981314,1.09569
0.324468,1.14976,1.12389,1.03857,0.981305,1.09584,1.14976,1.12389,1.03857,0.981305,1.09584,1.14976,1.12389,1.03857,0.981305,1.09584,1.14976,1.12389,1.03857,0.981305,1.09584
0.324968,1.14997,1.12407,1.03864,0.981296,1.09599,1.14997,1.12407,1.03864,0.981296,1.09599,1.14997,1.12407,1.03864,0.981296,1.09599,1.14997,1.12407,1.03864,0.981296,1.09599
0.325467,1.15018,1.12425,1.03871,0.981287,1.09613,1.15018,1.12425,1.03871,0.981287,1.09613,1.15018,1.12425,1.03871,0.981287,1.09613,1.15018,1.12425,1.03871,0.981287,1.09613
0.325967,1.15039,1.12443,1.03878,0.981278,1.09628,1.15039,1.12443,1.03878,0.981278,1.09628,1.15039,1.12443,1.03878,0.981278,1.09628,1.15039,1.12443,1.03878,0.981278,1.09628
0.326467,1.15061,1.12461,1.03885,0.981269,1.09643,1.15061,1.12461,1.03885,0.981269,1.09643,1.15061,1.12461,1.03885,0.981269,1.09643,1.15061,1.12461,1.03885,0.981269,1.09643
0.326967,1.15082,1.12479,1.03892,0.981261,1.09657,1.15082,1.12479,1.03892,0.981261,1.09657,1.15082,1.12479,1.03892,0.981261,1.09657,1.15082,1.12479,1.03892,0.981261,1.09657
0.327467,1.15103,1.12497,1.03898,0.981252,1.09672,1.15103,1.12497,1.03898,0.981252,1.09672,1.15103,1.12497,1.03898,0.981252,1.09672,1.15103,1.12497,1.03898,0.981252,1.09672
0.327967,1.15124,1.12516,1.03905,0.981243,1.09686,1.15124,1.12516,1.03905,0.981243,1.09686,1.15124,1.12516,1.03905,0.981243,1.09686,1.15124,1.12516,1.03905,0.981243,1.09686
0.328467,1.15146,1.12534,1.03912,0.981234,1.09701,1.15146,1.12534,1.03912,0.981234,1.09701,1.15146,1.12534,1.03912,0.981234,1.09701,1.15146,1.12534,1.03912,0.981234,1.09701
0.328967,1.15167,1.12552,1.03919,0.981226,1.09716,1.15167,1.12552,1.03919,0.981226,1.09716,1.15167,1.12552,1.03919,0.981226,1.09716,1.15167,1.12552,1.03919,0.981226,1.09716
0.329467,1.15188,1.1257,1.03926,0.981217,1.0973,1.15188,1.1257,1.03926,0.981217,1.0973,1.15188,1.1257,1.03926,0.981217,1.0973,1.15188,1.1257,1.03926,0.981217,1.0973
0.329967,1.15209,1.12588,1.03933,0.981209,1.09745,1.15209,1.12588,1.03933,0.981209,1.09745,1.15209,1.12588,1.03933,0.981209,1.09745,1.15209,1.12588,1.03933,0.981209,1.09745
0.330467,1.1523,1.12606,1.0394,0.9812,1.09759,1.1523,1.12606,1.0394,0.9812,1.09759,1.1523,1.12606,1.0394,0.9812,1.09759,1.1523,1.12606,1.0394,0.9812,1.09759
0.330967,1.15252,1.12624,1.03947,0.981192,1.09774,1.15252,1.12624,1.03947,0.981192,1.09774,1.15252,1.12624,1.03947,0.981192,1.09774,1.15252,1.12624,1.03947,0.981192,1.09774
0.331467,1.15273,1.12643,1.03954,0.981184,1.09789,1.15273,1.12643,1.03954,0.981184,1.09789,1.15273,1.12643,1.03954,0.981184,1.09789,1.15273,1.12643,1.03954,0.981184,1.09789
0.331967,1.15294,1.12661,1.0396,0.981175,1.09803,1.15294,1.12661,1.0396,0.981175,1.09803,1.15294,1.12661,1.0396,0.981175,1.09803,1.15294,1.12661,1.0396,0.981175,1.09803
0.332467,1.15315,1.12679,1.03967,0.981167,1.09818,1.15315,1.12679,1.03967,0.981167,1.09818,1.15315,1.12679,1.03967,0.981167,1.09818,1.15315,1.12679,1.03967,0.981167,1.09818
0.332967,1.15336,1.12697,1.03974,0.981159,1.09833,1.15336,1.12697,1.03974,0.981159,1.09833,1.15336,1.12697,1.03974,0.981159,1.09833,1.15336,1.12697,1.03974,0.981159,1.09833
0.333467,1.15357,1.12715,1.03981,0.981151,1.09847,1.15357,1.12715,1.03981,0.981151,1.09847,1.15357,1.12715,1.03981,0.981151,1.09847,1.15357,1.12715,1.03981,0.981151,1.09847
0.333967,1.15379,1.12733,1.03988,0.981143,1.09862,1.15379,1.12733,1.03988,0.981143,1.09862,1.15379,1.12733,1.03988,0.981143,1.09862,1.15379,1.12733,1.03988,0.981143,1.09862
0.334467,1.154,1.12751,1.03995,0.981135,1.09876,1.154,1.12751,1.03995,0.981135,1.09876,1.154,1.12751,1.03995,0.981135,1.09876,1.154,1.12751,1.03995,0.981135,1.09876
0.334967,1.15421,1.12769,1.04002,0.981127,1.09891,1.15421,1.12769,1.04002,0.981127,1.09891,1.15421,1.12769,1.04002,0.981127,1.09891,1.15421,1.12769,1.04002,0.981127,1.09891
0.335466,1.15442,1.12788,1.04009,0.981119,1.09906,1.15442,1.12788,1.04009,0.981119,1.09906,1.15442,1.12788,1.04009,0.981119,1.09906,1.15442,1.12788,1.04009,0.981119,1.09906
0.335966,1.15463,1.12806,1.04016,0.981111,1.0992,1.15463,1.12806,1.04016,0.981111,1.0992,1.15463,1.12806,1.04016,0.981111,1.0992,1.15463,1.12806,1.04016,0.981111,1.0992
0.336466,1.15484,1.12824,1.04023,0.981103,1.09935,1.15484,1.12824,1.04023,0.981103,1.09935,1.15484,1.12824,1.04023,0.981103,1.09935,1.15484,1.12824,1.04023,0.981103,1.09935
0.336966,1.15505,1.12842,1.0403,0.981096,1.0995,1.15505,1.12842,1.0403,0.981096,1.0995,1.15505,1.12842,1.0403,0.981096,1.0995,1.15505,1.12842,1.0403,0.981096,1.0995
0.337466,1.15527,1.1286,1.04036,0.981088,1.09964,1.15527,1.1286,1.04036,0.981088,1.09964,1.15527,1.1286,1.04036,0.981088,1.09964,1.15527,1.1286,1.04036,0.981088,1.09964
0.337966,1.15548,1.12878,1.04043,0.98108,1.09979,1.15548,1.12878,1.04043,0.98108,1.09979,1.15548,1.12878,1.04043,0.98108,1.09979,1.15548,1.12878,1.04043,0.98108,1.09979
0.338466,1.15569,1.12896,1.0405,0.981073,1.09993,1.15569,1.12896,1.0405,0.981073,1.09993,1.15569,1.12896,1.0405,0.981073,1.09993,1.15569,1.12896,1.0405,0.981073,1.09993
0.338966,1.1559,1.12914,1.04057,0.981065,1.10008,1.1559,1.12914,1.04057,0.981065,1.10008,1.1559,1.12914,1.04057,0.981065,1.10008,1.1559,1.12914,1.04057,0.981065,1.10008
0.339466,1.15611,1.12932,1.04064,0.981058,1.10023,1.15611,1.12932,1.04064,0.981058,1.10023,1.15611,1.12932,1.04064,0.981058,1.10023,1.15611,1.12932,1.04064,0.981058,1.10023
0.339966,1.15632,1.1295,1.04071,0.98105,1.10037,1.15632,1.1295,1.04071,0.98105,1.10037,1.15632,1.1295,1.04071,0.98105,1.10037,1.15632,1.1295,1.04071,0.98105,1.10037
0.340466,1.15653,1.12968,1.04078,0.981043,1.10052,1.15653,1.12968,1.04078,0.981043,1.10052,1.15653,1.12968,1.04078,0.981043,1.10052,1.15653,1.12968,1.04078,0.981043,1.10052
0.340966,1.15674,1.12986,1.04085,0.981036,1.10067,1.15674,1.12986,1.04085,0.981036,1.10067,1.15674,1.12986,1.04085,0.981036,1.10067,1.15674,1.12986,1.04085,0.981036,1.10067
0.341466,1.15695,1.13005,1.04092,0.981029,1.10081,1.15695,1.13005,1.04092,0.981029,1.10081,1.15695,1.13005,1.04092,0.981029,1.10081,1.15695,1.13005,1.04092,0.981029,1.10081
0.341966,1.15716,1.13023,1.04099,0.981021,1.10096,1.15716,1.13023,1.04099,0.981021,1.10096,1.15716,1.13023,1.04099,0.981021,1.10096,1.15716,1.13023,1.04099,0.981021,1.10096
0.342466,1.15737,1.13041,1.04106,0.981014,1.1011,1.15737,1.13041,1.04106,0.981014,1.1011,1.15737,1.13041,1.04106,0.981014,1.1011,1.15737,1.13041,1.04106,0.981014,1.1011
0.342966,1.15759,1.13059,1.04113,0.981007,1.10125,1.15759,1.13059,1.04113,0.981007,1.10125,1.15759,1.13059,1.04113,0.981007,1.10125,1.15759,1.13059,1.04113,0.981007,1.10125
0.343466,1.1578,1.13077,1.0412,0.981,1.1014,1.1578,1.13077,1.0412,0.981,1.1014,1.1578,1.13077,1.0412,0.981,1.1014,1.1578,1.13077,1.0412,0.981,1.1014
0.343966,1.15801,1.13095,1.04127,0.980993,1.10154,1.15801,1.13095,1.04127,0.980993,1.10154,1.15801,1.13095,1.04127,0.980993,1.10154,1.15801,1.13095,1.04127,0.980993,1.10154
0.344466,1.15822,1.13113,1.04134,0.980986,1.10169,1.15822,1.13113,1.04134,0.980986,1.10169,1.15822,1.13113,1.04134,0.980986,1.10169,1.15822,1.13113,1.04134,0.980986,1.10169
0.344966,1.15843,1.13131,1.04141,0.98098,1.10183,1.15843,1.13131,1.04141,0.98098,1.10183,1.15843,1.13131,1.04141,0.98098,1.10183,1.15843,1.13131,1.04141,0.98098,1.10183
0.345465,1.15864,1.13149,1.04148,0.980973,1.10198,1.15864,1.13149,1.04148,0.980973,1.10198,1.15864,1.13149,1.04148,0.980973,1.10198,1.15864,1.13149,1.04148,0.980973,1.10198
0.345965,1.15885,1.13167,1.04155,0.980966,1.10213,1.15885,1.13167,1.04155,0.980966,1.10213,1.15885,1.13167,1.04155,0.980966,1.10213,1.15885,1.13167,1.04155,0.980966,1.10213
0.346465,1.15906,1.13185,1.04162,0.980959,1.10227,1.15906,1.13185,1.04162,0.980959,1.10227,1.15906,1.13185,1.04162,0.980959,1.10227,1.15906,1.13185,1.04162,0.980959,1.10227
0.346965,1.15927,1.13203,1.04169,0.980953,1.10242,1.15927,1.13203,1.04169,0.980953,1.10242,1.15927,1.13203,1.04169,0.980953,1.10242,1.15927,1.13203,1.04169,0.980953,1.10242
0.347465,1.15948,1.13221,1.04176,0.980946,1.10257,1.15948,1.13221,1.04176,0.980946,1.10257,1.15948,1.13221,1.04176,0.980946,1.10257,1.15948,1.13221,1.04176,0.980946,1.10257
0.347965,1.15969,1.13239,1.04183,0.98094,1.10271,1.15969,1.13239,1.04183,0.98094,1.10271,1.15969,1.13239,1.04183,0.98094,1.10271,1.15969,1.13239,1.04183,0.98094,1.10271
0.348465,1.1599,1.13257,1.0419,0.980933,1.10286,1.1599,1.13257,1.0419,0.980933,1.10286,1.1599,1.13257,1.0419,0.980933,1.10286,1.1599,1.13257,1.0419,0.980933,1.10286
0.348965,1.16011,1.13275,1.04197,0.980927,1.103,1.16011,1.13275,1.04197,0.980927,1.103,1.16011,1.13275,1.04197,0.980927,1.103,1.16011,1.13275,1.04197,0.980927,1.103
0.349465,1.16032,1.13293,1.04204,0.980921,1.10315,1.16032,1.13293,1.04204,0.980921,1.10315,1.16032,1.13293,1.04204,0.980921,1.10315,1.16032,1.13293,1.04204,0.980921,1.10315
0.349965,1.16053,1.13311,1.04211,0.980914,1.1033,1.16053,1.13311,1.04211,0.980914,1.1033,1.16053,1.13311,1.04211,0.980914,1.1033,1.16053,1.13311,1.04211,0.980914,1.1033
0.350465,1.16074,1.13329,1.04218,0.980908,1.10344,1.16074,1.13329,1.04218,0.980908,1.10344,1.16074,1.13329,1.04218,0.980908,1.10344,1.16074,1.13329,1.04218,0.980908,1.10344
0.350965,1.16095,1.13347,1.04225,0.980902,1.10359,1.16095,1.13347,1.04225,0.980902,1.10359,1.16095,1.13347,1.04225,0.980902,1.10359,1.16095,1.13347,1.04225,0.980902,1.10359
0.351465,1.16116,1.13365,1.04232,0.980896,1.10374,1.16116,1.13365,1.04232,0.980896,1.10374,1.16116,1.13365,1.04232,0.980896,1.10374,1.16116,1.13365,1.04232,0.980896,1.10374
0.351965,1.16137,1.13383,1.04239,0.98089,1.10388,1.16137,1.13383,1.04239,0.98089,1.10388,1.16137,1.13383,1.04239,0.98089,1.10388,1.16137,1.13383,1.04239,0.98089,1.10388
0.352465,1.16158,1.13401,1.04246,0.980884,1.10403,1.16158,1.13401,1.04246,0.980884,1.10403,1.16158,1.13401,1.04246,0.980884,1.10403,1.16158,1.13401,1.04246,0.980884,1.10403
0.352965,1.16179,1.13419,1.04253,0.980878,1.10417,1.16179,1.13419,1.04253,0.980878,1.10417,1.16179,1.13419,1.04253,0.980878,1.10417,1.16179,1.13419,1.04253,0.980878,1.10417
0.353465,1.162,1.13437,1.0426,0.980872,1.10432,1.162,1.13437,1.0426,0.980872,1.10432,1.162,1.13437,1.0426,0.980872,1.10432,1.162,1.13437,1.0426,0.980872,1.10432
0.353965,1.16221,1.13455,1.04267,0.980866,1.10447,1.16221,1.13455,1.04267,0.980866,1.10447,1.16221,1.13455,1.04267,0.980866,1.10447,1.16221,1.13455,1.04267,0.980866,1.10447
0.354465,1.16241,1.13473,1.04274,0.98086,1.10461,1.16241,1.13473,1.04274,0.98086,1.10461,1.16241,1.13473,1.04274,0.98086,1.10461,1.16241,1.13473,1.04274,0.98086,1.10461
0.354965,1.16262,1.13491,1.04281,0.980855,1.10476,1.16262,1.13491,1.04281,0.980855,1.10476,1.16262,1.13491,1.04281,0.980855,1.10476,1.16262,1.13491,1.04281,0.980855,1.10476
0.355464,1.16283,1.13509,1.04288,0.980849,1.1049,1.16283,1.13509,1.04288,0.980849,1.1049,1.16283,1.13509,1.04288,0.980849,1.1049,1.16283,1.13509,1.04288,0.980849,1.1049
0.355964,1.16304,1.13527,1.04295,0.980843,1.10505,1.16304,1.13527,1.04295,0.980843,1.10505,1.16304,1.13527,1.04295,0.980843,1.10505,1.16304,1.13527,1.04295,0.980843,1.10505
0.356464,1.16325,1.13545,1.04302,0.980838,1.1052,1.16325,1.13545,1.04302,0.980838,1.1052,1.16325,1.13545,1.04302,0.980838,1.1052,1.16325,1.13545,1.04302,0.980838,1.1052
0.356964,1.16346,1.13563,1.04309,0.980832,1.10534,1.16346,1.13563,1.04309,0.980832,1.10534,1.16346,1.13563,1.04309,0.980832,1.10534,1.16346,1.13563,1.04309,0.980832,1.10534
0.357464,1.16367,1.13581,1.04316,0.980827,1.10549,1.16367,1.13581,1.04316,0.980827,1.10549,1.16367,1.13581,1.04316,0.980827,1.10549,1.16367,1.13581,1.04316,0.980827,1.10549
0.357964,1.16388,1.13599,1.04323,0.980821,1.10564,1.16388,1.13599,1.04323,0.980821,1.10564,1.16388,1.13599,1.04323,0.980821,1.10564,1.16388,1.13599,1.04323,0.980821,1.10564
0.358464,1.16409,1.13617,1.0433,0.980816,1.10578,1.16409,1.13617,1.0433,0.980816,1.10578,1.16409,1.13617,1.0433,0.980816,1.10578,1.16409,1.13617,1.0433,0.980816,1.10578
0.358964,1.1643,1.13635,1.04337,0.980811,1.10593,1.1643,1.13635,1.04337,0.980811,1.10593,1.1643,1.13635,1.04337,0.980811,1.10593,1.1643,1.13635,1.04337,0.980811,1.10593
0.359464,1.16451,1.13653,1.04344,0.980806,1.10607,1.16451,1.13653,1.04344,0.980806,1.10607,1.16451,1.13653,1.04344,0.980806,1.10607,1.16451,1.13653,1.04344,0.980806,1.10607
0.359964,1.16471,1.13671,1.04351,0.9808,1.10622,1.16471,1.13671,1.04351,0.9808,1.10622,1.16471,1.13671,1.04351,0.9808,1.10622,1.16471,1.13671,1.04351,0.9808,1.10622
0.360464,1.16492,1.13689,1.04358,0.980795,1.10637,1.16492,1.13689,1.04358,0.980795,1.10637,1.16492,1.13689,1.04358,0.980795,1.10637,1.16492,1.13689,1.04358,0.980795,1.10637
0.360964,1.16513,1.13707,1.04365,0.98079,1.10651,1.16513,1.13707,1.04365,0.98079,1.10651,1.16513,1.13707,1.04365,0.98079,1.10651,1.16513,1.13707,1.04365,0.98079,1.10651
0.361464,1.16534,1.13725,1.04372,0.980785,1.10666,1.16534,1.13725,1.04372,0.980785,1.10666,1.16534,1.13725,1.04372,0.980785,1.10666,1.16534,1.13725,1.04372,0.980785,1.10666
0.361964,1.16555,1.13743,1.04379,0.98078,1.1068,1.16555,1.13743,1.04379,0.98078,1.1068,1.16555,1.13743,1.04379,0.98078,1.1068,1.16555,1.13743,1.04379,0.98078,1.1068
0.362464,1.16576,1.13761,1.04386,0.980775,1.10695,1.16576,1.13761,1.04386,0.980775,1.10695,1.16576,1.13761,1.04386,0.980775,1.10695,1.16576,1.13761,1.04386,0.980775,1.10695
0.362964,1.16597,1.13779,1.04393,0.980771,1.1071,1.16597,1.13779,1.04393,0.980771,1.1071,1.16597,1.13779,1.04393,0.980771,1.1071,1.16597,1.13779,1.04393,0.980771,1.1071
0.363464,1.16618,1.13797,1.044,0.980766,1.10724,1.16618,1.13797,1.044,0.980766,1.10724,1.16618,1.13797,1.044,0.980766,1.10724,1.16618,1.13797,1.044,0.980766,1.10724
0.363964,1.16638,1.13815,1.04407,0.980761,1.10739,1.16638,1.13815,1.04407,0.980761,1.10739,1.16638,1.13815,1.04407,0.980761,1.10739,1.16638,1.13815,1.04407,0.980761,1.10739
0.364464,1.16659,1.13833,1.04415,0.980756,1.10754,1.16659,1.13833,1.04415,0.980756,1.10754,1.16659,1.13833,1.04415,0.980756,1.10754,1.16659,1.13833,1.04415,0.980756,1.10754
0.364964,1.1668,1.13851,1.04422,0.980752,1.10768,1.1668,1.13851,1.04422,0.980752,1.10768,1.1668,1.13851,1.04422,0.980752,1.10768,1.1668,1.13851,1.04422,0.980752,1.10768
0.365463,1.16701,1.13869,1.04429,0.980747,1.10783,1.16701,1.13869,1.04429,0.980747,1.10783,1.16701,1.13869,1.04429,0.980747,1.10783,1.16701,1.13869,1.04429,0.980747,1.10783
0.365963,1.16722,1.13887,1.04436,0.980743,1.10797,1.16722,1.13887,1.04436,0.980743,1.10797,1.16722,1.13887,1.04436,0.980743,1.10797,1.16722,1.13887,1.04436,0.980743,1.10797
0.366463,1.16742,1.13904,1.04443,0.980738,1.10812,1.16742,1.13904,1.04443,0.980738,1.10812,1.16742,1.13904,1.04443,0.980738,1.10812,1.16742,1.13904,1.04443,0.980738,1.10812
0.366963,1.16763,1.13922,1.0445,0.980734,1.10827,1.16763,1.13922,1.0445,0.980734,1.10827,1.16763,1.13922,1.0445,0.980734,1.10827,1.16763,1.13922,1.0445,0.980734,1.10827
0.367463,1.16784,1.1394,1.04457,0.980729,1.10841,1.16784,1.1394,1.04457,0.980729,1.10841,1.16784,1.1394,1.04457,0.980729,1.10841,1.16784,1.1394,1.04457,0.980729,1.10841
0.367963,1.16805,1.13958,1.04464,0.980725,1.10856,1.16805,1.13958,1.04464,0.980725,1.10856,1.16805,1.13958,1.04464,0.980725,1.10856,1.16805,1.13958,1.04464,0.980725,1.10856
0.368463,1.16826,1.13976,1.04471,0.980721,1.1087,1.16826,1.13976,1.04471,0.980721,1.1087,1.16826,1.13976,1.04471,0.980721,1.1087,1.16826,1.13976,1.04471,0.980721,1.1087
0.368963,1.16846,1.13994,1.04478,0.980717,1.10885,1.16846,1.13994,1.04478,0.980717,1.10885,1.16846,1.13994,1.04478,0.980717,1.10885,1.16846,1.13994,1.04478,0.980717,1.10885
0.369463,1.16867,1.14012,1.04485,0.980713,1.109,1.16867,1.14012,1.04485,0.980713,1.109,1.16867,1.14012,1.04485,0.980713,1.109,1.16867,1.14012,1.04485,0.980713,1.109
0.369963,1.16888,1.1403,1.04493,0.980708,1.10914,1.16888,1.1403,1.04493,0.980708,1.10914,1.16888,1.1403,1.04493,0.980708,1.10914,1.16888,1.1403,1.04493,0.980708,1.10914
0.370463,1.16909,1.14048,1.045,0.980704,1.10929,1.16909,1.14048,1.045,0.980704,1.10929,1.16909,1.14048,1.045,0.980704,1.10929,1.16909,1.14048,1.045,0.980704,1.10929
0.370963,1.1693,1.14066,1.04507,0.9807,1.10943,1.1693,1.14066,1.04507,0.9807,1.10943,1.1693,1.14066,1.04507,0.9807,1.10943,1.1693,1.14066,1.04507,0.9807,1.10943
0.371463,1.1695,1.14084,1.04514,0.980697,1.10958,1.1695,1.14084,1.04514,0.980697,1.10958,1.1695,1.14084,1.04514,0.980697,1.10958,1.1695,1.14084,1.04514,0.980697,1.10958
0.371963,1.16971,1.14101,1.04521,0.980693,1.10973,1.16971,1.14101,1.04521,0.980693,1.10973,1.16971,1.14101,1.04521,0.980693,1.10973,1.16971,1.14101,1.04521,0.980693,1.10973
0.372463,1.16992,1.14119,1.04528,0.980689,1.10987,1.16992,1.14119,1.04528,0.980689,1.10987,1.16992,1.14119,1.04528,0.980689,1.10987,1.16992,1.14119,1.04528,0.980689,1.10987
0.372963,1.17013,1.14137,1.04535,0.980685,1.11002,1.17013,1.14137,1.04535,0.980685,1.11002,1.17013,1.14137,1.04535,0.980685,1.11002,1.17013,1.14137,1.04535,0.980685,1.11002
0.373463,1.17033,1.14155,1.04542,0.980681,1.11017,1.17033,1.14155,1.04542,0.980681,1.11017,1.17033,1.14155,1.04542,0.980681,1.11017,1.17033,1.14155,1.04542,0.980681,1.11017
0.373963,1.17054,1.14173,1.04549,0.980678,1.11031,1.17054,1.14173,1.04549,0.980678,1.11031,1.17054,1.14173,1.04549,0.980678,1.11031,1.17054,1.14173,1.04549,0.980678,1.11031
0.374463,1.17075,1.14191,1.04557,0.980674,1.11046,1.17075,1.14191,1.04557,0.980674,1.11046,1.17075,1.14191,1.04557,0.980674,1.11046,1.17075,1.14191,1.04557,0.980674,1.11046
0.374963,1.17096,1.14209,1.04564,0.980671,1.1106,1.17096,1.14209,1.04564,0.980671,1.1106,1.17096,1.14209,1.04564,0.980671,1.1106,1.17096,1.14209,1.04564,0.980671,1.1106
0.375462,1.17116,1.14227,1.04571,0.980667,1.11075,1.17116,1.14227,1.04571,0.980667,1.11075,1.17116,1.14227,1.04571,0.980667,1.11075,1.17116,1.14227,1.04571,0.980667,1.11075
0.375962,1.17137,1.14245,1.04578,0.980664,1.1109,1.17137,1.14245,1.04578,0.980664,1.1109,1.17137,1.14245,1.04578,0.980664,1.1109,1.17137,1.14245,1.04578,0.980664,1.1109
0.376462,1.17158,1.14262,1.04585,0.98066,1.11104,1.17158,1.14262,1.04585,0.98066,1.11104,1.17158,1.14262,1.04585,0.98066,1.11104,1.17158,1.14262,1.04585,0.98066,1.11104
0.376962,1.17178,1.1428,1.04592,0.980657,1.11119,1.17178,1.1428,1.04592,0.980657,1.11119,1.17178,1.1428,1.04592,0.980657,1.11119,1.17178,1.1428,1.04592,0.980657,1.11119
0.377462,1.17199,1.14298,1.04599,0.980654,1.11133,1.17199,1.14298,1.04599,0.980654,1.11133,1.17199,1.14298,1.04599,0.980654,1.11133,1.17199,1.14298,1.04599,0.980654,1.11133
0.377962,1.1722,1.14316,1.04607,0.980651,1.11148,1.1722,1.14316,1.04607,0.980651,1.11148,1.1722,1.14316,1.04607,0.980651,1.11148,1.1722,1.14316,1.04607,0.980651,1.11148
0.378462,1.1724,1.14334,1.04614,0.980647,1.11163,1.1724,1.14334,1.04614,0.980647,1.11163,1.1724,1.14334,1.04614,0.980647,1.11163,1.1724,1.14334,1.04614,0.980647,1.11163
0.378962,1.17261,1.14352,1.04621,0.980644,1.11177,1.17261,1.14352,1.04621,0.980644,1.11177,1.17261,1.14352,1.04621,0.980644,1.11177,1.17261,1.14352,1.04621,0.980644,1.11177
0.379462,1.17282,1.1437,1.04628,0.980641,1.11192,1.17282,1.1437,1.04628,0.980641,1.11192,1.17282,1.1437,1.04628,0.980641,1.11192,1.17282,1.1437,1.04628,0.980641,1.11192
0.379962,1.17303,1.14387,1.04635,0.980638,1.11206,1.17303,1.14387,1.04635,0.980638,1.11206,1.17303,1.14387,1.04635,0.980638,1.11206,1.17303,1.14387,1.04635,0.980638,1.11206
0.380462,1.17323,1.14405,1.04642,0.980635,1.11221,1.17323,1.14405,1.04642,0.980635,1.11221,1.17323,1.14405,1.04642,0.980635,1.11221,1.17323,1.14405,1.04642,0.980635,1.11221
0.380962,1.17344,1.14423,1.04649,0.980632,1.11236,1.17344,1.14423,1.04649,0.980632,1.11236,1.17344,1.14423,1.04649,0.980632,1.11236,1.17344,1.14423,1.04649,0.980632,1.11236
0.381462,1.17365,1.14441,1.04657,0.98063,1.1125,1.17365,1.14441,1.04657,0.98063,1.1125,1.17365,1.14441,1.04657,0.98063,1.1125,1.17365,1.14441,1.04657,0.98063,1.1125
0.381962,1.17385,1.14459,1.04664,0.980627,1.11265,1.17385,1.14459,1.04664,0.980627,1.11265,1.17385,1.14459,1.04664,0.980627,1.11265,1.17385,1.14459,1.04664,0.980627,1.11265
0.382462,1.17406,1.14477,1.04671,0.980624,1.1128,1.17406,1.14477,1.04671,0.980624,1.1128,1.17406,1.14477,1.04671,0.980624,1.1128,1.17406,1.14477,1.04671,0.980624,1.1128
0.382962,1.17426,1.14494,1.04678,0.980621,1.11294,1.17426,1.14494,1.04678,0.980621,1.11294,1.17426,1.14494,1.04678,0.980621,1.11294,1.17426,1.14494,1.04678,0.980621,1.11294
0.383462,1.17447,1.14512,1.04685,0.980619,1.11309,1.17447,1.14512,1.04685,0.980619,1.11309,1.17447,1.14512,1.04685,0.980619,1.11309,1.17447,1.14512,1.04685,0.980619,1.11309
0.383962,1.17468,1.1453,1.04693,0.980616,1.11323,1.17468,1.1453,1.04693,0.980616,1.11323,1.17468,1.1453,1.04693,0.980616,1.11323,1.17468,1.1453,1.04693,0.980616,1.11323
0.384462,1.17488,1.14548,1.047,0.980614,1.11338,1.17488,1.14548,1.047,0.980614,1.11338,1.17488,1.14548,1.047,0.980614,1.11338,1.17488,1.14548,1.047,0.980614,1.11338
0.384962,1.17509,1.14566,1.04707,0.980611,1.11353,1.17509,1.14566,1.04707,0.980611,1.11353,1.17509,1.14566,1.04707,0.980611,1.11353,1.17509,1.14566,1.04707,0.980611,1.11353
0.385461,1.1753,1.14584,1.04714,0.980609,1.11367,1.1753,1.14584,1.04714,0.980609,1.11367,1.1753,1.14584,1.04714,0.980609,1.11367,1.1753,1.14584,1.04714,0.980609,1.11367
0.385961,1.1755,1.14601,1.04721,0.980607,1.11382,1.1755,1.14601,1.04721,0.980607,1.11382,1.1755,1.14601,1.04721,0.980607,1.11382,1.1755,1.14601,1.04721,0.980607,1.11382
0.386461,1.17571,1.14619,1.04728,0.980604,1.11396,1.17571,1.14619,1.04728,0.980604,1.11396,1.17571,1.14619,1.04728,0.980604,1.11396,1.17571,1.14619,1.04728,0.980604,1.11396
0.386961,1.17591,1.14637,1.04736,0.980602,1.11411,1.17591,1.14637,1.04736,0.980602,1.11411,1.17591,1.14637,1.04736,0.980602,1.11411,1.17591,1.14637,1.04736,0.980602,1.11411
0.387461,1.17612,1.14655,1.04743,0.9806,1.11426,1.17612,1.14655,1.04743,0.9806,1.11426,1.17612,1.14655,1.04743,0.9806,1.11426,1.17612,1.14655,1.04743,0.9806,1.11426
0.387961,1.17633,1.14673,1.0475,0.980598,1.1144,1.17633,1.14673,1.0475,0.980598,1.1144,1.17633,1.14673,1.0475,0.980598,1.1144,1.17633,1.14673,1.0475,0.980598,1.1144
0.388461,1.17653,1.1469,1.04757,0.980596,1.11455,1.17653,1.1469,1.04757,0.980596,1.11455,1.17653,1.1469,1.04757,0.980596,1.11455,1.17653,1.1469,1.04757,0.980596,1.11455
0.388961,1.17674,1.14708,1.04764,0.980594,1.11469,1.17674,1.14708,1.04764,0.980594,1.11469,1.17674,1.14708,1.04764,0.980594,1.11469,1.17674,1.14708,1.04764,0.980594,1.11469
0.389461,1.17694,1.14726,1.04772,0.980592,1.11484,1.17694,1.14726,1.04772,0.980592,1.11484,1.17694,1.14726,1.04772,0.980592,1.11484,1.17694,1.14726,1.04772,0.980592,1.11484
