stream,next_stream,drainage_area_km2,length_km,area_sqkm,centroid_lon,centroid_lat,hu,i2,i3,sw,ss,n,slope,res_ss,res_gw,melt,t_thres
420546627,420547650,1.116,0.583,0.19,-74.70636494,40.36038793103449,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546421,420547648,0.855,0.628,0.145,-74.72704545,40.35946969696969,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545382,420547650,1.6030000000000002,1.164,0.426,-74.70167308,40.36216025641026,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420547032,420547234,0.493,0.093,0.014,-74.71666667,40.35916666666666,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545828,420547234,0.204,0.304,0.204,-74.71407258,40.36138440860215,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545991,420547032,0.184,0.304,0.184,-74.72026786,40.36089285714286,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545381,420547032,0.295,0.604,0.295,-74.71810185,40.363638888888886,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546626,420546627,0.079,0.284,0.079,-74.71076389,40.36034722222224,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545160,420546627,0.847,0.443,0.204,-74.70850806,40.36358870967739,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545606,420546421,0.171,0.234,0.171,-74.72407051,40.36294871794873,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546220,420546421,0.539,0.117,0.027,-74.72833333,40.36229166666666,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544538,420546220,0.269,0.696,0.269,-74.7267378,40.36663617886178,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544367,420545160,0.328,0.795,0.328,-74.71348333,40.36733333333333,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543977,420545160,0.315,0.672,0.315,-74.70930556,40.36899305555556,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545161,420545382,0.086,0.304,0.086,-74.70182692,40.36599358974357,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544539,420544170,0.164,0.471,0.164,-74.70518333,40.36908333333331,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543350,420544170,0.269,0.397,0.269,-74.70344512,40.37240853658537,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546423,420547442,0.138,0.35,0.138,-74.68172619,40.35994047619048,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546629,420547442,6.9510000000000005,0.537,0.276,-74.67736111,40.35912698412698,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420547034,420547035,99.92299999999996,0.117,0.02,-74.69291667,40.35875,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420547035,420546628,100.30599999999995,0.117,0.04,-74.69138889,40.35944444444445,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546422,420547034,0.19,0.446,0.19,-74.69691092,40.35972701149425,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545993,420546628,0.341,0.655,0.341,-74.68600962,40.359855769230776,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546828,420547035,0.3429999999999999,0.117,0.014,-74.69166667,40.36,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545992,420546828,0.125,0.326,0.125,-74.69445175,40.362258771929824,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545829,420546828,0.204,0.302,0.204,-74.69052419,40.36299731182796,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545164,420545607,1.989,0.704,0.256,-74.68090812,40.36462606837607,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545165,420545607,0.748,0.278,0.079,-74.67708333,40.36597222222222,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545383,420545382,1.0910000000000002,0.117,0.014,-74.69833333,40.36499999999998,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545162,420545383,0.099,0.142,0.099,-74.69530556,40.36569444444444,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544967,420545383,0.978,0.186,0.033,-74.69775,40.36708333333333,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545163,420545164,1.647,0.071,0.027,-74.68375,40.36645833333333,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544741,420545163,1.285,0.517,0.217,-74.68703283,40.36640151515152,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544369,420545164,0.086,0.326,0.086,-74.68080128,40.368685897435896,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543154,420545163,0.335,0.72,0.335,-74.68365196,40.37128267973858,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542550,420545165,0.551,1.255,0.551,-74.67802579,40.37288690476192,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544170,420544967,0.545,0.397,0.112,-74.70026961,40.36875000000001,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543560,420544741,1.035,1.145,0.511,-74.69193376,40.369871794871806,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542939,420544967,0.4,0.881,0.4,-74.69776639,40.37286202,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544368,420544741,0.033,0.117,0.033,-74.68758333,40.36941666666666,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542549,420543560,0.262,0.443,0.262,-74.68672917,40.37529166666667,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542346,420543560,0.262,0.443,0.262,-74.6919375,40.37637499999999,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542940,420543562,0.223,0.487,0.223,-74.66122549,40.37416666666666,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543561,420543562,0.059,0.117,0.059,-74.66449074,40.37217592592594,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
