stream,lat_index,lon_index
420544149,27,39
420543757,27,39
420544148,27,39
420543756,27,39
420542326,27,39
420543545,27,39
420543547,27,39
420542921,27,39
420543546,27,39
420543331,27,39
420542729,27,39
420549509,28,39
420546810,27,39
420547637,27,39
420547014,27,39
420547015,27,39
420546403,27,39
420546405,27,39
420546205,27,39
420546404,27,39
420544719,27,39
420544951,27,39
420545798,27,39
420545586,27,39
420545148,27,39
420544952,27,39
420544953,27,39
420545147,27,39
420544350,27,39
420544351,27,39
420543760,27,39
420544150,27,39
420543332,27,39
420543758,27,39
420543759,27,39
420542731,27,39
420542922,27,39
420543135,27,39
420542121,27,39
420542923,27,39
420545799,27,39
420545587,27,40
420543959,27,39
420543960,27,40
420543761,27,39
420543762,27,40
420543333,27,39
420543548,27,39
420542527,27,39
420542329,27,40
420542328,27,40
420541916,27,39
420541527,27,40
420541103,27,39
420540494,27,39
420539654,27,40
420539873,27,39
420539874,27,40
420560250,28,40
420559367,28,40
420558763,28,41
420558973,28,41
420559590,28,40
420558765,28,41
420558762,28,40
420558542,28,41
420558764,28,41
420557658,28,41
420558106,28,40
420558326,28,40
420557035,28,40
420558327,28,41
420557037,28,41
420558107,28,41
420557874,28,41
420557038,28,41
420557657,28,41
420559368,28,41
420558974,28,41
420559817,28,41
420558110,28,41
420558108,28,41
420558109,28,41
420558543,28,41
420557257,28,41
420558544,28,41
420557875,28,41
420557479,28,41
420557876,28,41
420557480,28,41
420556606,28,41
420556810,28,41
420556607,28,41
420555305,28,41
420556217,28,41
420555110,28,41
420555539,28,41
420554255,28,41
420554481,28,41
420554480,28,41
420554677,28,41
420555540,28,41
420555782,28,41
420555995,28,41
420556218,28,41
420556410,28,41
420555306,28,41
420555112,28,41
420554036,28,41
420553612,28,41
420553822,28,41
420552353,28,41
420552354,28,41
420552576,28,41
420551718,28,41
420551717,28,41
420551338,28,41
420550718,28,41
420550306,28,41
420549902,28,41
420547435,27,41
420549708,28,41
420549707,28,41
420548913,28,41
420548705,27,41
420549333,27,41
420547221,27,41
420549129,28,41
420548261,27,41
420546212,27,41
420548049,27,41
420547642,27,41
420547643,27,41
420546615,27,41
420545810,27,41
420556411,28,41
420557039,28,41
420557481,28,41
420557482,28,41
420557659,28,41
420557660,28,41
420557877,28,41
420558111,28,41
420555111,28,41
420556412,28,41
420556809,28,41
420557036,28,41
420556807,28,40
420556216,28,41
420556215,28,41
420556808,28,41
420556409,28,41
420555994,28,40
420555538,28,41
420555303,28,40
420555537,28,41
420555109,28,40
420554479,28,40
420554032,28,41
420554676,28,40
420554254,28,40
420553610,28,40
420552350,28,40
420552574,28,40
420553216,28,40
420552137,28,40
420552800,28,40
420551939,28,40
420552351,28,41
420552138,28,41
420551940,28,41
420551517,28,40
420551516,28,40
420551715,28,41
420551518,28,41
420555304,28,41
420555108,28,40
420555993,28,40
420554478,28,40
420554678,28,41
420554034,28,41
420553411,28,41
420552801,28,41
420553412,28,41
420554035,28,41
420553004,28,41
420551716,28,41
420553413,28,41
420553003,28,41
420552352,28,41
420551942,28,41
420550910,28,41
420550091,28,41
420551941,28,41
420550508,28,41
420550304,28,41
420550305,28,41
420549706,28,41
420549332,28,41
420548911,27,41
420549127,28,41
420548472,27,41
420549128,28,41
420548704,27,41
420548912,27,41
420548703,28,41
420548471,27,41
420547865,27,41
420545597,27,41
420545980,27,41
420544959,27,41
420545596,27,41
420544958,27,41
420544532,27,41
420544359,27,41
420544723,27,41
420544161,27,41
420541718,27,41
420542735,27,41
420540502,27,41
420539439,27,41
420538805,27,41
420539243,27,41
420538378,27,41
420538377,27,41
420537365,27,41
420538379,27,41
420537552,27,41
420537147,27,41
420536545,27,41
420535725,27,41
420549126,27,41
420549330,28,41
420549331,28,41
420536764,27,41
420549900,28,41
420549901,28,41
420539879,27,41
420550302,28,41
420550303,28,41
420543766,27,41
420550908,28,41
420550909,28,41
420551337,28,41
420551519,28,41
420552575,28,41
420553002,28,41
420553409,28,41
420553410,28,41
420553611,28,41
420553821,28,41
420554033,28,41
420553001,28,41
420553408,28,41
420551140,28,40
420550301,28,40
420550089,28,41
420550090,28,41
420549513,28,40
420549705,28,40
420549512,28,40
420548702,27,41
420548700,27,40
420549125,28,41
420548701,27,41
420548048,27,40
420548469,27,41
420548470,27,41
420548260,27,41
420547021,27,41
420546815,27,41
420547432,27,40
420547020,27,40
420547220,27,41
420546613,27,41
420546612,27,40
420546408,27,41
420545805,27,40
420545807,27,41
420545374,27,41
420545806,27,40
420545594,27,40
420545595,27,41
420545808,27,41
420545375,27,41
420546816,27,41
420546614,27,41
420545982,27,41
420545981,27,41
420545809,27,41
420545598,27,41
420545150,27,41
420544724,27,41
420544960,27,41
420544163,27,41
420544533,27,41
420544360,27,41
420544162,27,41
420543339,27,41
420543142,27,41
420543552,27,41
420542736,27,41
420543338,27,41
420542538,27,41
420541719,27,41
420541314,27,41
420541720,27,41
420540279,27,41
420545599,27,41
420544725,27,41
420544727,27,41
420544726,27,41
420544534,27,41
420543966,27,41
420543144,27,41
420543553,27,41
420543143,27,41
420543340,27,41
420542339,27,41
420541721,27,41
420541528,27,41
420542124,27,41
420541722,27,41
420541112,27,41
420541111,27,41
420541316,27,41
420544722,27,41
420544957,27,41
420544956,27,41
420544531,27,40
420544358,27,41
420544160,27,41
420544530,27,40
420544357,27,40
420543965,27,40
420543964,27,40
420543336,27,41
420543335,27,40
420542930,27,40
420543139,27,40
420543140,27,40
420543337,27,41
420543141,27,41
420542534,27,40
420542536,27,40
420542537,27,41
420541313,27,41
420541716,27,40
420542338,27,40
420542535,27,40
420541717,27,41
420541715,27,40
420541714,27,40
420540501,27,40
420541109,27,41
420541312,27,40
420539659,27,41
420540711,27,40
420541108,27,40
420540500,27,40
420540278,27,40
420539878,27,40
420538570,27,40
420539438,27,41
420539437,27,40
420536359,27,41
420536360,27,41
420536358,27,41
420535729,27,41
420535135,27,41
420535727,27,41
420535728,27,41
420534515,27,41
420534110,27,41
420533889,27,41
420534111,27,41
420533890,27,41
420533891,27,41
420533103,27,41
420533285,27,41
420532522,27,41
420532715,27,41
420532106,27,41
420531883,27,41
420531487,27,41
420531486,27,41
420530868,27,41
420531077,27,41
420530469,27,41
420530468,27,41
420529417,27,41
420529845,27,41
420529844,27,41
420529198,27,41
420528581,27,41
420537149,27,41
420537150,27,41
420538380,27,41
420539245,27,41
420539246,27,41
420539660,27,41
420540074,27,41
420540503,27,41
420540712,27,41
420541110,27,41
420541315,27,41
420538806,27,41
420538155,27,41
420540504,27,41
420539661,27,41
420538572,27,41
420538382,27,41
420538156,27,41
420538383,27,41
420538381,27,41
420538157,27,41
420537978,27,41
420537771,27,41
420537772,27,41
420537368,27,41
420537153,27,41
420537367,27,41
420537154,27,41
420537151,27,41
420536960,27,41
420536959,27,41
420536146,27,41
420539242,27,41
420539020,27,40
420538804,27,41
420538569,27,40
420538802,27,40
420538801,27,40
420538800,27,40
420538803,27,41
420538153,27,40
420537551,27,41
420537146,27,40
420536357,27,40
420535525,27,40
420534512,27,41
420534513,27,41
420536544,27,40
420534920,27,40
420535724,27,40
420534511,27,40
420534718,27,40
420539244,27,41
420538154,27,41
420538571,27,41
420537148,27,41
420537977,27,41
420537553,27,41
420537554,27,41
420537366,27,41
420536958,27,41
420536546,27,41
420535926,27,41
420535527,27,41
420535529,27,41
420535726,27,41
420535528,27,41
420535337,27,41
420534921,27,41
420534109,27,41
420535927,27,41
420535338,27,41
420533892,27,41
420535928,27,41
420535136,27,41
420534922,27,41
420535530,27,41
420534923,27,41
420535339,27,41
420534516,27,41
420533104,27,41
420534517,27,41
420534924,27,41
420534296,27,41
420533703,27,41
420532304,27,41
420532303,27,41
420533286,27,41
420532305,27,41
420532306,27,41
420531884,27,41
420532107,27,41
420531677,27,41
420531488,27,41
420531078,27,41
420530674,27,41
420529846,27,41
420530470,27,41
420529847,27,41
420529635,27,41
420530254,27,41
420530046,27,41
420529418,27,41
420529419,27,41
420531676,27,41
420535526,27,41
420533100,27,41
420534514,27,41
420532300,27,41
420533101,27,41
420532301,27,41
420531276,27,41
420531074,27,41
420529415,27,41
420530253,27,41
420529841,27,41
420530466,27,41
420529416,27,41
420526334,27,41
420526967,27,41
420526548,27,41
420526333,27,41
420526547,27,41
420526139,27,41
420525928,27,41
420526140,27,41
420524743,27,41
420525514,27,41
420525515,27,41
420525516,27,41
420524167,27,41
420532895,27,40
420532713,27,41
420532521,27,40
420532104,27,40
420532105,27,41
420531485,27,41
420531275,27,41
420530673,27,40
420531073,27,40
420530044,27,40
420530043,27,40
420530045,27,40
420529413,27,41
420529196,27,40
420529840,27,40
420529414,27,41
420528391,27,41
420528167,27,40
420527979,27,40
420527367,27,41
420527366,27,40
420527156,27,40
420527157,27,40
420527158,27,41
420525926,27,40
420526966,27,40
420527159,27,41
420526965,27,40
420525927,27,40
420526545,27,41
420526546,27,41
420525325,27,41
420525513,27,41
420529634,27,40
420534295,27,40
420533102,27,41
420532714,27,41
420532302,27,41
420531882,27,41
420531075,27,41
420531076,27,41
420530467,27,41
420531277,27,41
420529843,27,41
420529842,27,41
420529197,27,41
420528392,27,41
420529007,27,41
420528394,27,41
420528393,27,41
420527772,27,41
420527368,27,41
420527369,27,41
420528582,27,41
420528396,27,41
420528395,27,41
420528168,27,41
420527568,27,41
420527773,27,41
420527372,27,41
420526761,27,41
420526968,27,41
420527161,27,41
420526550,27,41
420526549,27,41
420526760,27,41
420526146,27,41
420526145,27,41
420526337,27,41
420526338,27,41
420526144,27,41
420525935,27,41
420525934,27,41
420525724,27,41
420525326,27,41
420525936,27,41
420524951,27,41
420525725,27,41
420525726,27,41
420525933,27,41
420525518,27,41
420525723,27,41
420524950,27,41
420524952,27,41
420524953,27,41
420524539,27,41
420525127,27,41
420527371,27,41
420524353,26,41
420558331,28,41
420559160,28,41
420558768,28,41
420558332,28,42
420557662,28,41
420557881,28,42
420557880,28,42
420557261,28,42
420557483,28,42
420556414,28,42
420556220,28,42
420555785,28,42
420555541,28,42
420555114,28,42
420555115,28,42
420554260,28,42
420555308,28,41
420554257,28,41
420555309,28,42
420554682,28,42
420554258,28,41
420554039,28,42
420554259,28,41
420552804,28,41
420554483,28,42
420553617,28,42
420554040,28,42
420552807,28,42
420553006,28,42
420551724,28,42
420553414,28,42
420552806,28,42
420556814,28,42
420558772,28,42
420558982,28,42
420557886,28,42
420558549,28,42
420558771,28,42
420557885,28,42
420557263,28,42
420557045,28,42
420556221,28,42
420555117,28,42
420553620,28,42
420553824,28,42
420553417,28,42
420552578,28,42
420551525,28,42
420551526,28,42
420550514,28,42
420550311,28,42
420550722,28,42
420550310,28,42
420549336,28,42
420549516,28,42
420549714,28,42
420548919,27,42
420549337,28,42
420548480,27,42
420548055,27,42
420547868,27,42
420547230,27,42
420547231,27,42
420547229,27,42
420547228,27,42
420546417,27,42
420555113,28,41
420554681,28,41
420553615,28,41
420553616,28,41
420552140,28,41
420552356,28,41
420552141,28,41
420550913,28,41
420550912,28,41
420551340,28,41
420550720,28,41
420549514,28,41
420550095,28,41
420549710,28,41
420549131,28,41
420548473,27,41
420548262,27,41
420547867,27,41
420548050,27,41
420547222,27,41
420548474,27,41
420555307,28,41
420555997,28,41
420556609,28,41
420556813,28,41
420557043,28,41
420551141,28,41
420556818,28,42
420556819,28,42
420556611,28,42
420555999,28,42
420556417,28,42
420555544,28,42
420554485,28,42
420555118,28,42
420554484,28,42
420554043,28,42
420554262,28,42
420553622,28,42
420553222,28,42
420553825,28,42
420553621,28,42
420552360,28,42
420553010,28,42
420553009,28,42
420553418,28,42
420554683,28,42
420554042,28,42
420553619,28,42
420554261,28,42
420552358,28,42
420552808,28,42
420551944,28,42
420551945,28,42
420551524,28,42
420551523,28,42
420550098,28,42
420551341,28,42
420551342,28,42
420550512,28,42
420550917,28,42
420551522,28,42
420551142,28,42
420549906,28,42
420549907,28,42
420549133,28,42
420550513,28,42
420550309,28,42
420549134,28,42
420549713,28,42
420548918,28,42
420549515,28,42
420548710,28,42
420554038,28,41
420554037,28,41
420553614,28,41
420553217,28,41
420553613,28,41
420553218,28,41
420553005,28,41
420552577,28,41
420552803,28,41
420552802,28,41
420551520,28,41
420552139,28,41
420552355,28,41
420551719,28,41
420551943,28,41
420551339,28,41
420550092,28,41
420549709,28,41
420550509,28,41
420550911,28,41
420550511,28,41
420550510,28,41
420549905,28,41
420550719,28,41
420549903,28,41
420549130,28,41
420550094,28,41
420550093,28,41
420550307,28,41
420549334,28,41
420548914,28,41
420549904,28,41
420549335,28,41
420545156,27,42
420545378,27,42
420544734,27,42
420548477,27,42
420547025,27,42
420543771,27,42
420548709,27,42
420546821,27,42
420548052,27,42
420548053,27,42
420546413,27,42
420547645,27,42
420548054,27,42
420546414,27,42
420545603,27,42
420547439,27,42
420546217,27,42
420548478,27,42
420547646,27,42
420548917,28,42
420550916,28,42
420551521,28,42
420551725,28,42
420552143,28,42
420549132,28,42
420550097,28,42
420553007,28,42
420553219,28,42
420553220,28,42
420553221,28,42
420553415,28,42
420553416,28,42
420553618,28,42
420553823,28,42
420554041,28,42
420553008,28,42
420552359,28,42
420551144,28,42
420551947,28,42
420551948,28,42
420549909,28,42
420551727,28,42
420551527,28,42
420551726,28,42
420551143,28,42
420550918,28,42
420550919,28,42
420550516,28,42
420550920,28,42
420550312,28,42
420549908,28,42
420550515,28,42
420550313,28,42
420549715,28,42
420549339,28,42
420549338,28,42
420548921,27,42
420549135,27,42
420548481,27,42
420548920,27,42
420551946,28,42
420552357,28,42
420551721,28,42
420551722,28,42
420551723,28,42
420552805,28,41
420552142,28,42
420551720,28,41
420550914,28,42
420550721,28,42
420550915,28,42
420549711,28,41
420550308,28,42
420550096,28,42
420548475,28,42
420549712,28,42
420548916,28,42
420548476,27,42
420548915,27,41
420548708,27,41
420547227,27,42
420548479,27,42
420547226,27,42
420546623,27,42
420547026,27,42
420546416,27,42
420546822,27,42
420546622,27,42
420546415,27,42
420546218,27,42
420545817,27,42
420545158,27,42
420545815,27,42
420545157,27,42
420545379,27,42
420545987,27,42
420545816,27,42
420544735,27,42
420548707,27,41
420548706,27,41
420547866,27,41
420547436,27,41
420546819,27,41
420547434,27,41
420547433,27,41
420546817,27,41
420545985,27,41
420546617,27,41
420545813,27,41
420546818,27,41
420546616,27,41
420545983,27,41
420546215,27,41
420546213,27,41
420546410,27,41
420545811,27,41
420546409,27,41
420548263,27,42
420548482,27,42
420548057,27,42
420548058,27,42
420548056,27,42
420548059,27,42
420547027,27,42
420546824,27,42
420547233,27,42
420547232,27,42
420545820,27,42
420546823,27,42
420545819,27,42
420546219,27,42
420545818,27,42
420544963,27,42
420545821,27,42
420545380,27,42
420544738,27,42
420544364,27,42
420543975,27,42
420544962,27,42
420544166,27,42
420543772,27,42
420543557,27,42
420542546,27,42
420542132,27,42
420541930,27,42
420547223,27,41
420547225,27,42
420547024,27,42
420547224,27,42
420547438,27,41
420546216,27,42
420546820,27,42
420546620,27,41
420546412,27,42
420546621,27,41
420545986,27,41
420544732,27,42
420545154,27,41
420545602,27,41
420545377,27,42
420545155,27,42
420544730,27,41
420544731,27,42
420544362,27,42
420543770,27,42
420544733,27,42
420543768,27,42
420544165,27,42
420544361,27,42
420543968,27,42
420543969,27,42
420543970,27,42
420542738,27,42
420543769,27,42
420542933,27,42
420547644,27,41
420548051,27,41
420547437,27,41
420547023,27,41
420547022,27,41
420546618,27,41
420546619,27,41
420546411,27,41
420545814,27,41
420545600,27,41
420545601,27,41
420545153,27,41
420543967,27,41
420543767,27,41
420543555,27,41
420543146,27,41
420543342,27,41
420543343,27,41
420541924,27,41
420541923,27,41
420541318,27,41
420542126,27,41
420541529,27,41
420541724,27,41
420541317,27,41
420541725,27,41
420540917,27,41
420540280,27,41
420540075,27,41
420539663,27,41
420539662,27,41
420545151,27,41
420546214,27,41
420545376,27,41
420545984,27,41
420545812,27,41
420544728,27,41
420544164,27,41
420545152,27,41
420544729,27,41
420543554,27,41
420544535,27,41
420542737,27,41
420543145,27,41
420542539,27,41
420543341,27,41
420542540,27,41
420541723,27,41
420542340,27,41
420541113,27,41
420542125,27,41
420540915,27,41
420540916,27,41
420539440,27,41
420539441,27,41
420545159,27,42
420544363,27,42
420544736,27,42
420544737,27,42
420544536,27,42
420543973,27,42
420543974,27,42
420541929,27,42
420543149,27,42
420543151,27,42
420542937,27,42
420543150,27,42
420542343,27,42
420542740,27,42
420542544,27,42
420542341,27,42
420542739,27,42
420542342,27,42
420540921,27,42
420541324,27,42
420541532,27,42
420540078,27,42
420541323,27,42
420540509,27,42
420540919,27,42
420541726,27,42
420544961,27,42
420542545,27,42
420542130,27,42
420541322,27,42
420541114,27,42
420541531,27,42
420540918,27,42
420539884,27,42
420540077,27,42
420538810,27,42
420539883,27,42
420539252,27,42
420538809,27,42
420539024,27,42
420538808,27,42
420538384,27,42
420537774,27,42
420537159,27,42
420537158,27,42
420537373,27,42
420534928,27,42
420536363,27,42
420536553,27,42
420535137,27,42
420534720,27,42
420534927,27,42
420535534,27,42
420535138,27,42
420533895,27,42
420534113,27,42
420534520,27,42
420533705,27,42
420542131,27,42
420542935,27,42
420542936,27,42
420540508,27,42
420543347,27,42
420543556,27,42
420543971,27,42
420543972,27,42
420540507,27,42
420542542,27,42
420541321,27,42
420543344,27,42
420541927,27,42
420543147,27,42
420543148,27,42
420543345,27,42
420542934,27,42
420543346,27,42
420542129,27,42
420542543,27,42
420541925,27,42
420541928,27,42
420541926,27,42
420541530,27,42
420541320,27,42
420540506,27,42
420540715,27,42
420539880,27,42
420540076,27,42
420539881,27,42
420536148,27,41
420536765,27,42
420536149,27,42
420534719,27,42
420535930,27,41
420535531,27,41
420534926,27,41
420534112,27,41
420533107,27,41
420533287,27,42
420533704,27,41
420532717,27,42
420531682,27,41
420531490,27,41
420531279,27,41
420531083,27,42
420530869,27,41
420531278,27,41
420531082,27,41
420530870,27,41
420530676,27,42
420530473,27,41
420530048,27,41
420530049,27,41
420530474,27,42
420537156,27,41
420537157,27,42
420537773,27,41
420538573,27,41
420539247,27,41
420539248,27,41
420539442,27,42
420539664,27,41
420540281,27,41
420540282,27,41
420540505,27,41
420540713,27,41
420540714,27,42
420541319,27,41
420542127,27,41
420542128,27,41
420542541,27,41
420542931,27,41
420542932,27,42
420540717,27,42
420540716,27,42
420541325,27,42
420540079,27,42
420539886,27,42
420540718,27,42
420539254,27,42
420540511,27,42
420540287,27,42
420538812,27,42
420539666,27,42
420538579,27,42
420539027,27,42
420538578,27,42
420538161,27,42
420537778,27,42
420538811,27,42
420538160,27,42
420537982,27,42
420538387,27,42
420536556,27,42
420537375,27,42
420537777,27,42
420536151,27,42
420540510,27,42
420539444,27,42
420540920,27,42
420540286,27,42
420540285,27,42
420539445,27,42
420539665,27,42
420539025,27,42
420539885,27,42
420538575,27,42
420538385,27,42
420539446,27,42
420538576,27,42
420539253,27,42
420539026,27,42
420538577,27,42
420536966,27,42
420537775,27,42
420538386,27,42
420537374,27,42
420536767,27,42
420537776,27,42
420536554,27,42
420535734,27,42
420537160,27,42
420536365,27,42
420536364,27,42
420536555,27,42
420535733,27,42
420535932,27,42
420534929,27,42
420535139,27,42
420534930,27,42
420540284,27,42
420540283,27,42
420539882,27,42
420539249,27,42
420539251,27,42
420539443,27,42
420539250,27,42
420538574,27,42
420537980,27,42
420538159,27,42
420537981,27,42
420537559,27,42
420537372,27,42
420537371,27,42
420537558,27,42
420536362,27,42
420536965,27,42
420536551,27,42
420535341,27,42
420536964,27,42
420536766,27,42
420535340,27,42
420536550,27,42
420536549,27,42
420535533,27,42
420535532,27,42
420536552,27,42
420535931,27,42
420536150,27,42
420535732,27,42
420539021,27,41
420539022,27,41
420539023,27,41
420537979,27,41
420538807,27,41
420538158,27,41
420537556,27,41
420537370,27,41
420537155,27,41
420537557,27,41
420537369,27,41
420536548,27,41
420536962,27,41
420536963,27,41
420535731,27,41
420536361,27,41
420535929,27,41
420535730,27,41
420536547,27,41
420537152,27,41
420536147,27,41
420537555,27,41
420536961,27,41
420537162,27,42
420536967,27,42
420536367,27,42
420537161,27,42
420536768,27,42
420535933,27,42
420536366,27,42
420536557,27,42
420535736,27,42
420536769,27,42
420535737,27,42
420536558,27,42
420535735,27,42
420534522,27,42
420535934,27,42
420534933,27,42
420535738,27,42
420534299,27,42
420535535,27,42
420535141,27,42
420534931,27,42
420533901,27,42
420535140,27,42
420534523,27,42
420534932,27,42
420533111,27,42
420534301,27,42
420534300,27,42
420534925,27,41
420534518,27,41
420533894,27,41
420533893,27,41
420533105,27,41
420532523,27,41
420532716,27,41
420533106,27,41
420531675,27,41
420531885,27,41
420532108,27,41
420532109,27,41
420531679,27,41
420531680,27,41
420531678,27,41
420531079,27,41
420531081,27,41
420531080,27,41
420531681,27,41
420531489,27,41
420547864,27,40
420547431,27,40
420547430,27,40
420547019,27,40
420546611,27,40
420546407,27,40
420545593,27,40
420544356,27,40
420544159,27,40
420542929,27,40
420542733,27,40
420542734,27,40
420542336,27,40
420542337,27,40
420542533,27,40
420541311,27,40
420540499,27,40
420541922,27,40
420540914,27,40
420544527,27,40
420544352,27,40
420543763,27,40
420544353,27,40
420544526,27,40
420544151,27,40
420544153,27,40
420544152,27,40
420543550,27,40
420543549,27,40
420542924,27,40
420542529,27,40
420542925,27,40
420542530,27,40
420543136,27,40
420541711,27,40
420542330,27,40
420542528,27,40
420541710,27,40
420541709,27,40
420539656,27,40
420541309,27,40
420540704,27,40
420540495,27,40
420540496,27,40
420539875,27,40
420540275,27,40
420539655,27,40
420539240,27,40
420539238,27,40
420538566,27,40
420538794,27,40
420539239,27,40
420538151,27,40
420538567,27,40
420541104,27,40
420541712,27,40
420540498,27,40
420540073,27,40
420540497,27,40
420538797,27,40
420538796,27,40
420537975,27,40
420538374,27,40
420537549,27,40
420535335,27,40
420535132,27,40
420535524,27,40
420534917,27,40
420534918,27,40
420534507,27,40
420534508,27,40
420534105,27,40
420532894,27,40
420534294,27,40
420534509,27,40
420533283,27,40
420533887,27,40
420532101,27,40
420532297,27,40
420531881,27,40
420542331,27,40
420542332,27,40
420542926,27,40
420542927,27,40
420543334,27,40
420543764,27,40
420544155,27,40
420544156,27,40
420544721,27,40
420536140,27,40
420543138,27,40
420543137,27,40
420542928,27,40
420542531,27,40
420542532,27,40
420542732,27,40
420542334,27,40
420542333,27,40
420542123,27,40
420542335,27,40
420540276,27,40
420541918,27,40
420541920,27,40
420541919,27,40
420541921,27,40
420540710,27,40
420541105,27,40
420541106,27,40
420541713,27,40
420541107,27,40
420540709,27,40
420540707,27,40
420540277,27,40
420540708,27,40
420539877,27,40
420539436,27,40
420538798,27,40
420536543,27,40
420537976,27,40
420538375,27,40
420537145,27,40
420537550,27,40
420536142,27,40
420536141,27,40
420538799,27,40
420535722,27,40
420536355,27,40
420536144,27,40
420541917,27,40
420542122,27,40
420541310,27,40
420540706,27,40
420540705,27,40
420539876,27,40
420539435,27,40
420540072,27,40
420539434,27,40
420538795,27,40
420539018,27,40
420539017,27,40
420537361,27,40
420538152,27,40
420537770,27,40
420537362,27,40
420536955,27,40
420536956,27,40
420536352,27,40
420536354,27,40
420536353,27,40
420536139,27,40
420535720,27,40
420539658,27,40
420539657,27,40
420539241,27,40
420539019,27,40
420538376,27,40
420537364,27,40
420538568,27,40
420537363,27,40
420536957,27,40
420536763,27,40
420536145,27,40
420536356,27,40
420535723,27,40
420536762,27,40
420534717,27,40
420535925,27,40
420536143,27,40
420535134,27,40
420531484,27,40
420533284,27,40
420532103,27,40
420532102,27,40
420531483,27,40
420530672,27,40
420529631,27,40
420530252,27,40
420529838,27,40
420529633,27,40
420529632,27,40
420522017,26,40
420528782,27,39
420526133,27,40
420529833,27,39
420531070,27,40
420529409,27,39
420531271,27,39
420528783,27,40
420533488,27,39
420529002,27,39
420532099,27,39
420530865,27,39
420521630,26,40
420518227,26,40
420528387,27,39
420533700,27,39
420533280,27,39
420532516,27,39
420531673,27,39
420522586,26,39
420529834,27,39
420532891,27,39
420533281,27,40
420522769,26,39
420521631,26,40
420521455,26,39
420533094,27,40
420520483,26,40
420531069,27,39
420532517,27,40
420528162,27,40
420520865,26,39
420532706,27,39
420522016,26,39
420520684,26,40
420521066,26,40
420521454,26,39
420522391,26,39
420533282,27,40
420529629,27,40
420533093,27,39
420521456,26,40
420529188,27,40
420519949,26,40
420522202,26,39
420530460,27,40
420528576,27,39
420533701,27,39
420530040,27,39
420536951,27,39
420537769,27,40
420536952,27,40
420537360,27,40
420536954,27,40
420536761,27,40
420536953,27,40
420536350,27,40
420536760,27,40
420536351,27,40
420536138,27,40
420535717,27,40
420535719,27,40
420535523,27,40
420534716,27,40
420535522,27,40
420535718,27,40
420535334,27,40
420534916,27,40
420535333,27,40
420535521,27,40
420535130,27,40
420534505,27,40
420534104,27,40
420534293,27,40
420534715,27,40
420534915,27,40
420535133,27,40
420535721,27,40
420534919,27,40
420535336,27,40
420534510,27,40
420534108,27,40
420533888,27,40
420533098,27,40
420534107,27,40
420532710,27,40
420534106,27,40
420533097,27,40
420533099,27,40
420532519,27,40
420532520,27,40
420532709,27,40
420531481,27,40
420531674,27,40
420532298,27,40
420532299,27,40
420531480,27,40
420530866,27,40
420531482,27,40
420530867,27,40
420530463,27,40
420532711,27,40
420531072,27,40
420532712,27,40
420530671,27,40
420535924,27,40
420533490,27,40
420533886,27,40
420535131,27,40
420534506,27,40
420532893,27,40
420533096,27,40
420532518,27,40
420532708,27,40
420532100,27,40
420531878,27,40
420531274,27,40
420531879,27,40
420531479,27,40
420531880,27,40
420531071,27,40
420529835,27,40
420533095,27,40
420533489,27,40
420533702,27,40
420532707,27,40
